Promedio_ponderado,Creditos_matriculados,Porcentaje_creditos_aprobados,Cursos_desaprobados,Asistencia,Retiros_cursos,Edad,Horas_trabajo_semana,Anio_ingreso,Numero_ciclos_academicos,Cursos_matriculados_ciclo,Horas_estudio_semana,indice_regularidad,Intentos_aprobacion_curso,Nota_promedio
17.87934694778938,19.718628577606992,75.4480865735945,1.3774427351767051,90.53180300697103,1.13095021620336,21.278771011031992,17.07614463539512,2015,8.875217804072612,5.923519515555486,16.96238481856744,67.51804199969594,-1.3792576287649,18.725442578262655
17.09254056391984,19.732565871960873,73.39218010498311,-1.1683695038168793,86.74874475566372,0.6084413493290577,20.366615582925466,18.21980237535409,2015,10.551815064933022,6.199489331431991,13.927563503787958,62.808043870953426,-0.19967992646839794,15.11190577532012
18.353316892627138,19.228894227292745,76.44629950736804,-0.24594588635801745,96.35698609811809,-0.7361697831167041,21.60608520952054,14.225152497989109,2016,11.288135805448599,7.949953979772955,17.232121341069643,65.93935264447697,-0.04610382153286319,17.619031083727208
20.498063894074914,21.87513270168513,82.94640342287849,-0.6600839085077553,98.75680094631075,-0.7240140814039822,20.498772157524616,18.420060772393782,2016,10.609963772177489,8.679636746076573,19.080536003692092,66.29726607573474,0.3404569683614812,18.678011753598337
17.317542939842138,20.147206909544213,77.42076872076905,0.8032313581782999,91.55638158668427,0.959930153143316,21.267853757341765,10.47515944815768,2015,10.14845262338995,4.934948741417563,17.186439028476975,64.60151060741238,1.9178236764962127,16.720994311400926
18.368880572433024,22.524903334998434,71.51618874383048,0.9678056216374255,85.60125199246392,2.4355328568561836,21.002674259273537,17.203536246174398,2016,10.387052592858264,6.458981791984059,16.303110615839568,63.816888361407855,1.5877907261514366,15.208381753977413
20.83726659230908,21.20561627259554,85.8985255708422,-0.052930432596420385,97.30534369926806,-0.7736260309499742,19.479386845500738,14.004717515073724,2015,9.991095742515087,8.143246104721479,17.106920403265978,66.62967121623842,-1.0110099246504423,18.17737845394156
17.949243751536223,22.525264004686115,76.49215742872389,-0.04935522236767824,89.94035684436416,0.9210700789509446,19.923431852334513,19.15624031936197,2015,10.962519380187768,7.043266814501482,21.675212148873058,64.12021243298189,0.12131384617318391,18.297392121762243
18.201119074625257,21.560969257075286,70.10974643283458,0.6075212266042807,83.56402008021115,0.40668074229071594,21.006913731948384,19.119090616347183,2015,11.72303189613941,8.071975506380365,17.454041964340767,62.63141454611357,1.0641653430765472,13.85197217564265
18.24802995355689,24.74946492446162,80.16858407295946,-0.2416373795284676,95.05918655884079,0.3391887340931534,22.905714273294137,24.583936399936363,2016,10.40196290783185,8.459143377428992,18.41927955467868,67.76253493097738,0.3207688581191146,18.343858281892885
17.014444187270445,17.53026664743329,75.44872066996054,0.35921835221161524,84.17542526344171,2.2471055956698236,21.522422079356396,15.747756178553452,2016,8.648808797767272,5.79473191963454,17.814535974803178,57.61695715856957,0.7160718512566906,14.815535090997333
17.515076999800197,20.4891413146026,75.22558104243667,1.7601271271830705,89.04418407886737,1.4971574582055616,22.549280492038307,17.065656958143133,2015,11.723892427061795,6.872335057850458,16.290623713265568,58.12965944626982,-0.7364514232261692,15.22796074477926
18.683534961534853,19.388418640801962,72.26241913317575,-0.24009829672934224,86.96504910803642,-0.8622804085239739,22.57674397010643,14.981602971948485,2015,9.229365206709353,6.790706740825713,19.43554517839296,62.6802755734198,-0.44951905976605433,15.20350856997437
15.267619058205879,19.196470052698423,64.03574584249486,2.9773953047344826,74.41338046390666,0.8841650985173081,20.326884079009893,13.651532485963884,2016,10.94481014179455,5.577566539089221,13.74382353358483,50.00469096248378,1.162372248723846,14.82354172449295
15.029167478366695,21.738281680552728,68.84437661344481,1.9989333482702971,76.96803056287496,2.618680260697875,21.3101240833366,21.03668276843009,2015,11.01857216998897,7.812775848374754,13.91611817177882,55.138418990366716,-1.6032585419399492,12.087249447995857
16.01411536182095,23.340821012570345,72.31318787548682,0.5285752165366486,84.49877498119581,0.9230218072489818,20.71894266571125,17.391789248399306,2015,10.634010186663714,8.121415012885986,16.927025663720947,62.12233691109608,1.6655593317062438,15.51142370697016
18.152899933322814,19.058021209423828,66.71476585973548,2.028672112011674,83.76918786289372,-0.14242455944865173,20.433264051827102,14.686623749883932,2015,10.87240015424246,6.507157856370272,18.133468412080212,55.07140148619081,-0.1675466515773001,13.182599166869906
18.82282812852878,15.912583238970427,77.94619048035268,-0.3788517907993376,90.78702482994417,-0.47607611127135785,18.63711483947711,10.157013492407156,2016,7.015774403398728,5.9502518300968825,19.995468229471527,63.51120326033127,1.3611392002270282,16.792826856809775
16.03661162233607,26.385739586066826,68.31545784541953,1.9646033011451813,81.71922503218468,1.6575055604717772,21.414002772858478,17.607595814214974,2015,9.87103380994845,7.587959734136392,16.323659083238176,57.204362287924525,1.762125634679394,16.93577362998179
16.139318020384987,20.72503001857241,73.32205603850016,1.942569082260018,79.25954617895204,2.200562131885276,19.46830138414164,18.66771430288413,2015,9.845355967110246,5.971780412652646,15.414768165150663,59.63067709216667,0.8212284374217322,14.472869332594765
21.18074848377318,16.33765133709332,86.96276823186254,-1.168843704229164,96.15576677395993,-0.2149690829786025,21.187403865361553,22.570394148661798,2016,10.126035845639835,7.712860815854155,20.090557975575305,66.72301135142011,1.2142888181329161,19.20766654153253
17.947675591966252,20.36876100990394,75.68341077663402,1.3092558557237877,84.81603472642934,3.08820195117937,23.415626507227934,19.075682945717478,2015,12.029577923159502,6.486360531519927,18.13257737594339,64.13488097355102,1.6335078651195474,16.514273919371462
